transaction_id,customer_id,product_code,quantity,unit_price,discount,total_amount,transaction_date,customer_segment,region
2742,883,PROD_6810,6,35.28,0.072,126.27,2024-11-23 18:28:20,Basic,South
2743,958,PROD_4757,16,181.03,0.284,1539.41,2025-07-10 18:28:20,Standard,South
2744,465,PROD_2931,18,51.42,0.045,1562.6,2025-04-29 18:28:20,Premium,Central
2745,208,PROD_5237,1,428.27,0.223,700.55,2024-11-15 18:28:20,Standard,West
2746,296,PROD_2448,8,354.48,0.0,1614.45,2025-08-28 18:28:20,Basic,North
2747,39,PROD_7938,1,402.17,0.19,1718.01,2025-03-14 18:28:20,Basic,South
2748,948,PROD_2843,1,268.37,0.148,388.22,2025-03-23 18:28:20,Premium,Central
2749,288,PROD_6809,19,185.28,0.141,708.28,2025-01-27 18:28:20,Basic,Central
2750,124,PROD_7998,10,11.11,0.249,529.55,2025-09-12 18:28:20,Premium,North
2751,876,PROD_1721,18,146.18,0.024,754.97,2025-09-10 18:28:20,Standard,Central
2752,969,PROD_9099,12,262.13,0.113,899.34,2025-07-01 18:28:20,Standard,West
2753,283,PROD_5065,17,335.54,0.134,1024.84,2025-06-26 18:28:20,Standard,West
2754,878,PROD_3900,1,122.18,0.037,79.86,2024-11-30 18:28:20,Premium,South
2755,180,PROD_8987,8,78.06,0.026,119.78,2025-02-16 18:28:20,Basic,East
2756,97,PROD_5654,10,108.79,0.054,1313.92,2025-07-08 18:28:20,Premium,Central
2757,191,PROD_4672,10,183.5,0.072,891.06,2025-03-09 18:28:20,Standard,West
2758,74,PROD_6460,18,82.71,0.29,188.58,2025-02-25 18:28:20,Standard,North
2759,447,PROD_7183,9,86.84,0.143,778.6,2025-09-30 18:28:20,Standard,North
2760,785,PROD_6800,2,31.44,0.153,956.23,2025-02-12 18:28:20,Standard,East
2761,497,PROD_2753,3,429.8,0.212,1274.82,2024-10-25 18:28:20,Standard,East
2762,561,PROD_8540,2,117.68,0.205,245.48,2025-08-06 18:28:20,Premium,East
2763,484,PROD_7523,6,412.73,0.151,1989.66,2025-08-14 18:28:20,Standard,North
2764,849,PROD_3977,12,224.77,0.102,954.66,2025-02-11 18:28:20,Premium,Central
2765,722,PROD_5798,19,319.89,0.099,1364.77,2024-11-12 18:28:20,Premium,West
2766,116,PROD_1740,15,47.09,0.017,1817.35,2025-06-21 18:28:20,Standard,North
2767,535,PROD_7908,19,295.95,0.27,73.33,2024-10-18 18:28:20,Standard,West
2768,98,PROD_5637,12,152.1,0.231,1206.7,2025-05-17 18:28:20,Standard,East
2769,328,PROD_7165,18,56.65,0.187,1085.31,2025-10-09 18:28:20,Premium,South
2770,909,PROD_7287,16,455.03,0.119,124.24,2024-10-18 18:28:20,Basic,Central
2771,407,PROD_9958,2,305.78,0.175,1389.13,2025-07-14 18:28:20,Premium,East
2772,313,PROD_5073,11,128.44,0.146,449.36,2025-05-11 18:28:20,Standard,East
2773,702,PROD_5338,12,215.63,0.082,1406.74,2025-08-08 18:28:20,Premium,West
2774,694,PROD_8033,5,184.88,0.09,731.63,2024-11-15 18:28:20,Basic,North
2775,148,PROD_1419,6,353.28,0.262,1542.55,2025-07-19 18:28:20,Basic,South
2776,342,PROD_5352,11,307.64,0.19,1884.11,2024-11-18 18:28:20,Basic,Central
2777,495,PROD_8422,10,19.69,0.0,1722.42,2025-07-19 18:28:20,Premium,South
2778,948,PROD_9383,4,106.94,0.098,970.32,2025-05-29 18:28:20,Basic,East
2779,23,PROD_6118,9,244.28,0.102,458.29,2025-08-27 18:28:20,Basic,South
2780,105,PROD_3485,12,228.29,0.212,1984.92,2024-10-27 18:28:20,Premium,Central
2781,675,PROD_2061,10,263.17,0.21,1322.4,2024-12-03 18:28:20,Standard,East
2782,579,PROD_8273,14,360.26,0.139,797.95,2025-01-19 18:28:20,Basic,Central
2783,802,PROD_1190,5,344.18,0.285,968.23,2025-06-19 18:28:20,Premium,South
2784,801,PROD_3505,1,192.68,0.262,264.83,2025-09-13 18:28:20,Basic,East
2785,558,PROD_6538,5,440.01,0.26,1015.53,2025-03-18 18:28:20,Premium,East
2786,593,PROD_2674,16,40.84,0.104,354.6,2024-11-04 18:28:20,Standard,Central
2787,941,PROD_7323,5,296.41,0.129,737.83,2025-06-11 18:28:20,Premium,North
2788,659,PROD_3332,5,475.35,0.126,988.62,2025-07-12 18:28:20,Premium,East
2789,222,PROD_3618,18,279.05,0.132,1896.12,2025-06-16 18:28:20,Basic,Central
2790,855,PROD_6825,6,233.0,0.267,1253.14,2025-03-06 18:28:20,Premium,Central
2791,15,PROD_4983,18,75.62,0.075,750.06,2025-05-07 18:28:20,Standard,Central
2792,891,PROD_7662,10,406.99,0.241,235.05,2025-05-10 18:28:20,Premium,North
2793,633,PROD_5509,15,193.16,0.154,1496.91,2025-10-07 18:28:20,Premium,West
2794,78,PROD_9890,11,353.61,0.075,939.04,2025-08-27 18:28:20,Premium,East
2795,322,PROD_9957,19,106.8,0.158,145.63,2025-01-09 18:28:20,Standard,South
2796,807,PROD_3048,13,30.51,0.059,1317.18,2025-08-24 18:28:20,Standard,Central
2797,241,PROD_1005,3,159.68,0.032,706.71,2024-11-16 18:28:20,Premium,South
2798,18,PROD_9233,16,147.89,0.251,813.74,2025-05-09 18:28:20,Premium,Central
2799,768,PROD_4637,7,438.0,0.21,1679.32,2025-05-19 18:28:20,Premium,Central
2800,454,PROD_5356,12,433.69,0.061,283.24,2025-05-30 18:28:20,Basic,East
2801,443,PROD_9759,15,271.61,0.283,687.35,2025-07-20 18:28:20,Standard,North
2802,928,PROD_7555,8,19.31,0.007,733.7,2025-05-16 18:28:20,Premium,North
2803,277,PROD_9727,17,121.88,0.1,16.63,2025-01-04 18:28:20,Premium,South
2804,424,PROD_9221,1,323.12,0.006,1692.2,2025-05-29 18:28:20,Standard,West
2805,476,PROD_4734,8,59.69,0.043,1672.27,2025-07-27 18:28:20,Basic,North
2806,27,PROD_1673,14,353.3,0.054,1327.05,2024-11-06 18:28:20,Premium,North
2807,514,PROD_8141,10,15.86,0.243,1798.89,2024-11-06 18:28:20,Standard,West
2808,865,PROD_3252,19,344.44,0.298,553.04,2025-09-29 18:28:20,Basic,North
2809,464,PROD_5235,8,423.82,0.26,449.05,2025-07-26 18:28:20,Standard,East
2810,807,PROD_7474,19,239.92,0.191,146.36,2024-10-25 18:28:20,Standard,East
2811,982,PROD_8856,4,416.25,0.217,1188.11,2025-05-24 18:28:20,Premium,South
2812,824,PROD_3479,10,392.95,0.157,997.75,2025-06-11 18:28:20,Standard,South
2813,363,PROD_9637,3,339.0,0.127,1622.69,2025-04-09 18:28:20,Premium,South
2814,383,PROD_8293,4,228.12,0.208,967.76,2025-10-11 18:28:20,Basic,East
2815,751,PROD_2116,16,143.23,0.292,414.44,2024-10-22 18:28:20,Premium,South
2816,525,PROD_7961,4,431.82,0.009,1621.1,2024-12-11 18:28:20,Standard,South
2817,382,PROD_1361,13,327.81,0.094,916.35,2025-05-10 18:28:20,Standard,East
2818,184,PROD_2038,17,401.03,0.099,1912.1,2025-03-04 18:28:20,Standard,West
2819,194,PROD_2461,16,280.46,0.124,1073.6,2025-03-18 18:28:20,Premium,South
2820,462,PROD_5913,17,94.21,0.188,242.31,2025-04-18 18:28:20,Basic,North
2821,56,PROD_2210,6,489.92,0.154,1703.54,2024-10-20 18:28:20,Basic,East
2822,230,PROD_4513,3,99.54,0.006,1758.04,2025-08-29 18:28:20,Standard,West
2823,489,PROD_2850,4,456.51,0.123,896.41,2025-08-15 18:28:20,Premium,North
2824,28,PROD_5067,8,111.99,0.186,61.73,2024-11-06 18:28:20,Standard,North
2825,832,PROD_6861,9,193.14,0.151,69.15,2025-01-24 18:28:20,Premium,Central
2826,583,PROD_3674,1,225.64,0.262,708.79,2025-03-10 18:28:20,Basic,West
2827,722,PROD_4351,13,461.47,0.12,1435.3,2024-11-12 18:28:20,Premium,Central
2828,960,PROD_7674,2,445.22,0.004,668.79,2025-09-11 18:28:20,Premium,East
2829,184,PROD_2768,10,413.38,0.085,25.38,2025-04-25 18:28:20,Standard,West
2830,425,PROD_4811,19,194.57,0.041,1698.66,2025-03-15 18:28:20,Premium,Central
2831,375,PROD_4495,17,12.2,0.075,1937.78,2025-05-27 18:28:20,Basic,East
2832,868,PROD_8784,13,343.98,0.109,699.28,2025-10-10 18:28:20,Basic,South
2833,41,PROD_7678,14,211.37,0.203,155.42,2024-12-05 18:28:20,Basic,North
2834,484,PROD_1006,11,380.96,0.097,589.91,2024-12-24 18:28:20,Standard,East
2835,260,PROD_6598,10,399.48,0.265,1600.02,2025-05-22 18:28:20,Premium,West
2836,441,PROD_4056,7,225.46,0.09,1089.09,2025-08-23 18:28:20,Premium,North
2837,926,PROD_5073,10,376.57,0.041,774.13,2025-05-09 18:28:20,Standard,North
2838,856,PROD_1717,1,421.57,0.051,675.11,2025-02-03 18:28:20,Basic,East
2839,84,PROD_5169,14,464.95,0.28,239.64,2025-04-18 18:28:20,Basic,South
2840,46,PROD_6262,3,295.4,0.136,685.63,2025-07-08 18:28:20,Standard,East
2841,440,PROD_9372,13,391.45,0.121,945.52,2024-12-01 18:28:20,Standard,Central
2842,671,PROD_2546,2,252.34,0.021,1349.55,2025-01-11 18:28:20,Basic,Central
2843,856,PROD_7563,17,30.41,0.22,531.54,2024-12-01 18:28:20,Basic,Central
2844,519,PROD_6446,3,86.06,0.208,1795.78,2024-10-18 18:28:20,Premium,West
2845,986,PROD_1359,15,72.83,0.113,974.75,2025-09-11 18:28:20,Basic,East
2846,845,PROD_3712,8,94.17,0.208,816.27,2025-07-08 18:28:20,Basic,North
2847,438,PROD_6903,6,15.0,0.11,1191.97,2025-02-17 18:28:20,Premium,West
2848,136,PROD_5561,9,430.77,0.022,343.57,2025-09-25 18:28:20,Standard,Central
2849,183,PROD_5949,11,284.47,0.221,222.1,2025-05-04 18:28:20,Premium,West
2850,709,PROD_9119,2,197.74,0.29,699.62,2025-05-08 18:28:20,Premium,North
2851,172,PROD_3369,9,210.79,0.194,89.47,2024-11-23 18:28:20,Basic,West
2852,909,PROD_5295,18,237.04,0.083,761.39,2025-08-07 18:28:20,Standard,South
2853,861,PROD_3040,19,46.2,0.081,1346.26,2025-05-14 18:28:20,Basic,Central
2854,788,PROD_2595,18,144.59,0.279,1626.12,2025-05-01 18:28:20,Standard,East
2855,590,PROD_8027,5,427.3,0.091,1163.73,2025-08-28 18:28:20,Premium,Central
2856,928,PROD_6208,18,374.4,0.23,1385.75,2024-10-29 18:28:20,Standard,Central
2857,956,PROD_1517,12,286.07,0.193,1667.93,2024-11-24 18:28:20,Basic,East
2858,690,PROD_4166,4,245.54,0.178,1548.53,2024-11-29 18:28:20,Standard,East
2859,539,PROD_5737,15,136.9,0.054,646.76,2025-09-16 18:28:20,Standard,North
2860,120,PROD_5482,11,240.91,0.01,1151.11,2025-01-27 18:28:20,Standard,North
2861,281,PROD_1462,19,302.95,0.147,537.06,2025-07-15 18:28:20,Basic,South
2862,308,PROD_7822,5,359.19,0.296,1156.9,2025-03-31 18:28:20,Premium,West
2863,708,PROD_7587,6,91.65,0.059,857.74,2025-09-06 18:28:20,Premium,West
2864,277,PROD_2035,13,408.42,0.161,751.87,2024-11-07 18:28:20,Standard,West
2865,530,PROD_8701,10,179.45,0.201,375.29,2025-09-08 18:28:20,Standard,Central
2866,295,PROD_8933,14,256.6,0.145,1127.89,2025-10-01 18:28:20,Standard,Central
2867,783,PROD_2070,4,307.87,0.152,1461.34,2024-11-19 18:28:20,Premium,East
2868,53,PROD_9450,12,249.17,0.198,1146.85,2025-07-04 18:28:20,Basic,South
2869,806,PROD_3077,15,290.26,0.244,147.76,2025-05-05 18:28:20,Standard,South
2870,432,PROD_5238,10,64.65,0.1,1849.41,2025-04-01 18:28:20,Standard,West
2871,52,PROD_9818,11,221.76,0.27,20.93,2025-05-04 18:28:20,Standard,East
2872,728,PROD_9955,9,147.43,0.145,1771.27,2024-12-03 18:28:20,Premium,West
2873,72,PROD_1685,11,52.15,0.199,1534.49,2025-05-31 18:28:20,Premium,Central
2874,28,PROD_9957,2,103.91,0.032,202.15,2025-07-14 18:28:20,Basic,East
2875,469,PROD_9864,13,305.2,0.148,480.76,2024-12-23 18:28:20,Standard,West
2876,912,PROD_1046,8,106.38,0.005,704.44,2024-12-15 18:28:20,Standard,South
2877,764,PROD_7565,8,98.72,0.117,1821.5,2025-07-17 18:28:20,Premium,North
2878,886,PROD_8564,1,280.89,0.016,1960.05,2025-09-26 18:28:20,Premium,Central
2879,912,PROD_3383,6,453.3,0.269,183.46,2024-11-24 18:28:20,Standard,West
2880,547,PROD_2587,13,396.46,0.202,799.89,2025-07-17 18:28:20,Standard,East
2881,401,PROD_5448,9,453.49,0.238,307.07,2025-06-13 18:28:20,Standard,East
2882,201,PROD_2304,6,295.66,0.14,564.09,2025-02-11 18:28:20,Premium,West
2883,761,PROD_8255,15,210.87,0.256,1962.33,2025-04-02 18:28:20,Standard,South
2884,611,PROD_5437,16,367.52,0.262,1969.01,2024-10-15 18:28:20,Basic,West
2885,820,PROD_7778,4,138.07,0.107,949.55,2025-04-02 18:28:20,Premium,Central
2886,989,PROD_9470,17,48.25,0.113,374.45,2025-03-07 18:28:20,Basic,East
2887,999,PROD_2713,9,178.86,0.152,1098.57,2024-12-20 18:28:20,Basic,Central
2888,466,PROD_4710,12,156.63,0.013,648.16,2024-11-09 18:28:20,Premium,North
2889,652,PROD_6348,19,341.01,0.299,1858.37,2025-03-12 18:28:20,Standard,South
2890,595,PROD_4026,12,280.17,0.108,1638.25,2024-12-11 18:28:20,Basic,West
2891,560,PROD_7463,6,77.75,0.141,624.59,2025-07-18 18:28:20,Standard,West
2892,790,PROD_7169,12,455.17,0.226,46.44,2025-07-21 18:28:20,Basic,South
2893,379,PROD_5342,9,300.74,0.089,1996.12,2024-12-27 18:28:20,Premium,East
2894,760,PROD_9944,5,234.27,0.06,1369.85,2025-04-20 18:28:20,Standard,West
2895,895,PROD_7917,3,469.23,0.038,857.2,2025-06-17 18:28:20,Basic,South
2896,177,PROD_9821,2,57.68,0.158,584.03,2025-06-18 18:28:20,Basic,West
2897,52,PROD_5079,8,396.9,0.002,18.8,2025-01-12 18:28:20,Premium,East
2898,79,PROD_7485,10,188.69,0.213,316.38,2025-04-01 18:28:20,Basic,South
2899,385,PROD_8214,15,350.74,0.138,21.68,2025-08-28 18:28:20,Premium,East
2900,834,PROD_6105,9,466.06,0.16,1199.19,2024-12-27 18:28:20,Basic,West
2901,576,PROD_9302,10,263.68,0.079,1330.05,2025-06-08 18:28:20,Standard,South
2902,8,PROD_7244,11,21.09,0.053,1535.92,2025-08-28 18:28:20,Premium,North
2903,214,PROD_6117,9,24.14,0.21,382.13,2025-09-11 18:28:20,Basic,West
2904,25,PROD_2479,14,171.97,0.063,200.98,2024-11-28 18:28:20,Basic,South
2905,450,PROD_6362,5,393.01,0.234,1304.41,2025-01-10 18:28:20,Standard,North
2906,768,PROD_6575,9,151.25,0.061,1004.79,2025-07-08 18:28:20,Basic,South
2907,755,PROD_5279,4,173.89,0.184,1752.61,2024-12-07 18:28:20,Premium,Central
2908,969,PROD_6137,2,394.39,0.193,1071.2,2024-11-02 18:28:20,Basic,Central
2909,457,PROD_1807,19,66.93,0.152,895.19,2025-10-06 18:28:20,Basic,South
2910,461,PROD_2812,1,424.94,0.299,981.18,2024-11-30 18:28:20,Standard,South
2911,198,PROD_3033,1,140.24,0.113,1566.82,2025-06-18 18:28:20,Standard,Central
2912,94,PROD_3208,12,35.1,0.265,46.43,2025-05-11 18:28:20,Basic,West
2913,719,PROD_3958,11,67.5,0.051,1837.24,2025-08-11 18:28:20,Standard,Central
2914,947,PROD_1959,1,476.75,0.101,1431.24,2025-05-24 18:28:20,Basic,Central
2915,437,PROD_8827,14,231.15,0.044,1771.73,2024-11-14 18:28:20,Basic,Central
2916,527,PROD_6919,11,135.65,0.181,1919.6,2024-11-25 18:28:20,Premium,East
2917,690,PROD_5036,7,265.42,0.191,459.75,2025-07-30 18:28:20,Basic,West
2918,967,PROD_7250,2,344.35,0.136,1160.9,2025-05-17 18:28:20,Premium,East
2919,378,PROD_1728,15,166.21,0.216,977.23,2025-10-13 18:28:20,Premium,West
2920,587,PROD_6755,8,365.38,0.26,1079.86,2025-04-04 18:28:20,Basic,East
2921,104,PROD_2857,15,133.6,0.233,104.11,2025-03-11 18:28:20,Standard,East
2922,806,PROD_2153,8,65.05,0.072,1828.83,2024-11-04 18:28:20,Basic,South
2923,680,PROD_8773,10,279.36,0.096,1909.82,2025-07-16 18:28:20,Basic,Central
2924,962,PROD_2287,19,84.05,0.114,1373.4,2025-01-25 18:28:20,Standard,South
2925,627,PROD_7921,3,470.84,0.061,523.97,2025-07-10 18:28:20,Standard,South
2926,39,PROD_2013,14,10.22,0.108,1576.54,2025-05-29 18:28:20,Premium,South
2927,458,PROD_4720,9,380.29,0.071,1464.38,2025-03-19 18:28:20,Basic,North
2928,364,PROD_9811,9,146.94,0.299,1153.43,2025-07-09 18:28:20,Standard,West
2929,785,PROD_7469,6,424.58,0.235,348.78,2025-07-03 18:28:20,Standard,South
2930,135,PROD_4393,8,39.47,0.258,410.35,2025-05-14 18:28:20,Premium,South
2931,374,PROD_7901,11,476.97,0.277,1182.92,2024-11-03 18:28:20,Basic,North
2932,232,PROD_6150,8,59.68,0.2,266.36,2025-01-23 18:28:20,Standard,North
2933,39,PROD_5072,12,396.06,0.053,1450.62,2025-01-12 18:28:20,Premium,Central
2934,964,PROD_7730,10,263.5,0.228,433.07,2024-12-09 18:28:20,Premium,South
2935,803,PROD_3060,4,220.89,0.005,1821.85,2025-06-19 18:28:20,Premium,West
2936,819,PROD_2638,16,147.28,0.034,1800.45,2025-06-15 18:28:20,Premium,South
2937,47,PROD_9432,6,422.27,0.009,594.27,2025-06-05 18:28:20,Basic,Central
2938,36,PROD_5258,9,107.88,0.041,175.94,2025-06-30 18:28:20,Basic,South
2939,832,PROD_6368,5,363.41,0.226,1226.72,2025-02-15 18:28:20,Standard,North
2940,95,PROD_7101,6,228.44,0.266,902.34,2025-04-08 18:28:20,Standard,North
2941,985,PROD_1914,17,499.26,0.084,295.98,2025-08-23 18:28:20,Standard,Central
2942,361,PROD_7209,17,309.59,0.036,1067.65,2025-01-18 18:28:20,Standard,Central
2943,525,PROD_8954,13,61.05,0.082,1985.52,2025-04-02 18:28:20,Standard,North
2944,146,PROD_1125,17,215.57,0.194,147.28,2025-03-05 18:28:20,Premium,North
2945,917,PROD_1805,14,42.49,0.105,535.15,2024-12-05 18:28:20,Basic,South
2946,368,PROD_1405,2,149.97,0.288,1081.84,2025-06-06 18:28:20,Premium,Central
2947,65,PROD_5933,19,178.23,0.039,1588.79,2025-09-25 18:28:20,Basic,South
2948,228,PROD_3226,3,428.06,0.297,47.33,2025-01-28 18:28:20,Premium,North
2949,754,PROD_5894,2,420.61,0.004,1468.19,2025-03-06 18:28:20,Premium,West
2950,520,PROD_9689,2,15.66,0.136,288.37,2025-04-12 18:28:20,Standard,Central
2951,816,PROD_5099,7,270.82,0.076,1663.05,2025-05-20 18:28:20,Basic,South
2952,853,PROD_3931,4,119.54,0.17,1387.43,2025-07-17 18:28:20,Basic,Central
2953,555,PROD_1769,17,166.85,0.029,918.46,2025-05-22 18:28:20,Basic,West
2954,756,PROD_5805,6,20.61,0.263,1644.95,2025-06-09 18:28:20,Standard,East
2955,181,PROD_7165,7,377.38,0.041,1468.77,2024-12-31 18:28:20,Standard,North
2956,501,PROD_7144,6,475.79,0.176,1520.78,2025-07-16 18:28:20,Standard,West
2957,597,PROD_5488,9,117.44,0.01,587.25,2025-04-01 18:28:20,Standard,East
2958,155,PROD_8125,4,177.47,0.093,1242.64,2024-12-01 18:28:20,Premium,South
2959,787,PROD_8067,5,111.15,0.045,290.8,2025-08-07 18:28:20,Basic,West
2960,535,PROD_9151,19,465.72,0.293,1643.51,2025-01-04 18:28:20,Standard,East
2961,627,PROD_7724,10,14.58,0.004,1058.22,2025-04-29 18:28:20,Standard,West
2962,818,PROD_1819,18,296.09,0.106,1651.52,2025-04-22 18:28:20,Standard,East
2963,435,PROD_6355,15,436.67,0.091,430.2,2025-10-04 18:28:20,Standard,South
2964,811,PROD_8140,1,101.29,0.197,269.38,2025-02-26 18:28:20,Basic,South
2965,99,PROD_5294,5,299.1,0.017,1381.05,2025-05-30 18:28:20,Premium,South
2966,616,PROD_3651,5,34.82,0.243,126.21,2025-07-02 18:28:20,Premium,South
2967,372,PROD_1235,8,409.15,0.14,495.53,2025-04-23 18:28:20,Standard,South
2968,563,PROD_6091,15,144.47,0.136,1818.34,2025-10-03 18:28:20,Premium,East
2969,362,PROD_6156,17,494.49,0.068,274.19,2024-12-23 18:28:20,Standard,South
2970,112,PROD_7940,19,461.78,0.147,757.36,2025-04-20 18:28:20,Standard,West
2971,453,PROD_6966,13,368.93,0.109,1891.71,2025-07-23 18:28:20,Basic,West
2972,756,PROD_9028,10,253.45,0.074,49.81,2025-01-01 18:28:20,Premium,South
2973,169,PROD_8259,17,385.63,0.051,896.18,2024-11-24 18:28:20,Premium,West
2974,584,PROD_6569,5,74.0,0.219,1575.05,2025-01-20 18:28:20,Standard,South
2975,139,PROD_9806,18,162.0,0.043,1818.87,2024-11-30 18:28:20,Basic,West
2976,848,PROD_1478,17,23.18,0.05,1473.8,2025-04-06 18:28:20,Standard,Central
2977,231,PROD_8382,4,326.06,0.173,1777.9,2024-12-07 18:28:20,Basic,North
2978,239,PROD_6054,7,404.71,0.068,78.39,2025-05-28 18:28:20,Premium,West
2979,984,PROD_6225,5,473.68,0.138,208.75,2025-02-11 18:28:20,Basic,West
2980,253,PROD_4616,8,346.39,0.166,1478.08,2024-11-25 18:28:20,Premium,North
2981,981,PROD_4150,8,368.72,0.082,1509.12,2025-10-10 18:28:20,Premium,Central
2982,436,PROD_9297,11,448.77,0.103,1214.49,2025-06-09 18:28:20,Premium,North
2983,919,PROD_1473,9,468.83,0.063,1463.25,2024-12-27 18:28:20,Standard,West
2984,561,PROD_7965,19,250.74,0.138,1717.53,2025-03-10 18:28:20,Standard,South
2985,422,PROD_3143,19,63.8,0.298,1095.51,2024-12-09 18:28:20,Basic,Central
2986,303,PROD_4973,9,238.54,0.109,1895.18,2025-03-12 18:28:20,Standard,West
2987,72,PROD_7054,17,282.48,0.196,1391.53,2025-05-22 18:28:20,Standard,South
2988,263,PROD_5228,16,319.46,0.191,949.24,2025-04-30 18:28:20,Basic,South
2989,834,PROD_7626,7,494.75,0.236,848.82,2025-06-29 18:28:20,Premium,Central
2990,222,PROD_7246,3,459.61,0.214,1502.83,2025-05-02 18:28:20,Basic,West
2991,77,PROD_3143,19,204.22,0.004,1264.63,2024-12-11 18:28:20,Standard,East
2992,62,PROD_4019,8,65.59,0.093,1636.71,2025-08-26 18:28:20,Premium,South
2993,471,PROD_7860,5,115.25,0.261,1564.16,2025-02-16 18:28:20,Basic,North
2994,157,PROD_6513,6,95.16,0.162,1053.16,2025-03-21 18:28:20,Premium,East
2995,806,PROD_5738,2,184.45,0.031,1891.95,2025-04-29 18:28:20,Standard,North
2996,125,PROD_1887,19,439.48,0.083,1411.47,2025-09-22 18:28:20,Standard,Central
2997,741,PROD_2776,13,224.6,0.085,409.67,2025-06-04 18:28:20,Basic,South
2998,852,PROD_7496,6,287.97,0.262,1240.79,2025-02-22 18:28:20,Premium,South
2999,161,PROD_6472,6,97.79,0.166,411.61,2025-08-12 18:28:20,Standard,Central
3000,541,PROD_6685,2,251.5,0.182,1122.11,2025-01-06 18:28:20,Premium,South
3001,626,PROD_4750,5,438.08,0.11,1581.97,2025-01-20 18:28:20,Basic,East
3002,591,PROD_1879,11,389.0,0.018,1626.89,2025-07-03 18:28:20,Basic,East
3003,535,PROD_1150,11,49.78,0.023,1305.14,2025-10-12 18:28:20,Basic,Central
3004,106,PROD_7971,14,432.42,0.126,1568.78,2025-09-25 18:28:20,Standard,West
3005,131,PROD_3625,13,144.18,0.053,949.75,2024-12-15 18:28:20,Standard,South
3006,357,PROD_4059,8,336.2,0.031,1105.81,2024-12-17 18:28:20,Standard,East
3007,989,PROD_2940,15,81.73,0.079,1760.42,2025-04-23 18:28:20,Standard,North
3008,685,PROD_3865,12,340.58,0.223,991.23,2025-05-27 18:28:20,Basic,South
3009,776,PROD_3492,3,27.49,0.022,708.35,2025-08-06 18:28:20,Standard,East
3010,854,PROD_5818,5,304.32,0.134,1596.02,2025-01-06 18:28:20,Standard,East
3011,885,PROD_3966,6,326.51,0.248,110.44,2025-01-27 18:28:20,Standard,East
3012,797,PROD_8404,2,129.8,0.08,1917.13,2025-02-23 18:28:20,Basic,West
3013,2,PROD_8015,8,469.12,0.091,686.73,2025-06-28 18:28:20,Basic,Central
3014,233,PROD_8837,5,32.53,0.265,1262.94,2025-05-27 18:28:20,Standard,West
3015,369,PROD_8765,17,446.94,0.195,1374.06,2025-05-22 18:28:20,Premium,North
3016,251,PROD_6089,2,197.13,0.239,282.79,2024-12-06 18:28:20,Premium,North
3017,946,PROD_7573,11,359.82,0.087,1647.49,2024-11-18 18:28:20,Standard,Central
3018,833,PROD_3200,4,329.26,0.299,1148.5,2025-03-23 18:28:20,Standard,Central
3019,108,PROD_6177,11,92.44,0.042,662.58,2024-11-07 18:28:20,Standard,East
3020,276,PROD_2103,9,166.31,0.289,1702.86,2025-04-04 18:28:20,Basic,North
3021,180,PROD_7392,6,269.54,0.271,1253.91,2025-01-23 18:28:20,Premium,East
3022,725,PROD_1454,2,424.79,0.166,1573.7,2025-03-06 18:28:20,Basic,Central
3023,293,PROD_2698,15,477.88,0.176,1984.7,2025-03-08 18:28:20,Premium,North
3024,584,PROD_2295,5,20.09,0.233,269.25,2025-02-26 18:28:20,Basic,East
3025,795,PROD_3897,12,182.75,0.092,1501.7,2024-12-17 18:28:20,Basic,South
3026,175,PROD_5602,13,337.39,0.158,1517.77,2025-01-12 18:28:20,Standard,South
3027,123,PROD_2637,17,268.59,0.271,1750.63,2024-12-06 18:28:20,Standard,East
3028,227,PROD_2512,4,472.08,0.02,822.05,2024-12-22 18:28:20,Standard,West
3029,902,PROD_7103,10,18.32,0.272,1740.61,2025-06-04 18:28:20,Basic,East
3030,444,PROD_9247,1,224.49,0.219,1283.37,2025-02-23 18:28:20,Standard,North
3031,813,PROD_5115,11,337.71,0.231,146.86,2025-10-06 18:28:20,Basic,Central
3032,428,PROD_9739,16,116.62,0.019,72.72,2025-03-19 18:28:20,Basic,East
3033,83,PROD_9471,11,365.68,0.056,968.16,2024-10-21 18:28:20,Standard,North
3034,765,PROD_7361,9,49.8,0.278,1573.81,2025-08-21 18:28:20,Standard,North
3035,658,PROD_1982,2,231.01,0.037,774.62,2025-02-22 18:28:20,Basic,South
3036,632,PROD_1100,7,341.36,0.189,1705.15,2024-10-21 18:28:20,Premium,East
3037,65,PROD_9795,19,140.71,0.235,989.32,2024-11-20 18:28:20,Premium,West
3038,281,PROD_1245,18,46.18,0.069,62.31,2025-10-03 18:28:20,Basic,West
3039,795,PROD_2775,7,478.94,0.21,1947.59,2025-03-07 18:28:20,Standard,Central
3040,391,PROD_8775,9,457.77,0.02,984.33,2024-12-19 18:28:20,Standard,Central
3041,428,PROD_9458,12,463.92,0.15,1303.77,2025-09-18 18:28:20,Standard,South
3042,618,PROD_7489,3,489.47,0.1,406.59,2025-09-01 18:28:20,Basic,East
3043,925,PROD_8883,16,100.5,0.194,601.69,2025-06-03 18:28:20,Standard,Central
3044,991,PROD_9102,7,87.31,0.267,973.73,2024-11-30 18:28:20,Premium,East
3045,812,PROD_3094,5,26.77,0.038,1713.82,2025-03-03 18:28:20,Premium,West
3046,107,PROD_4209,7,446.99,0.135,212.89,2025-09-02 18:28:20,Standard,North
